"gebieden";"onderwerpen";"data_2000";"data_2001";"data_2002";"data_2003";"data_2004";"data_2005";"data_2006";"data_2007";"data_2008";"data_2009";"data_2010";"data_2011";"data_2012"
"Antwerpen";"Percentage Oost-Europeanen";"?";"?";"?";"?";"?";"?";"?";"4,5912822";"4,9998284";"5,3382405";"5,7039351";"6,3778138";"7,9402227"
"Antwerpen";"Percentage West-Aziaten";"?";"?";"?";"?";"?";"?";"?";"6,9482021";"6,8716177";"6,7715631";"6,8780936";"7,1970278";"7,1478796"
"Antwerpen";"Percentage Centraal-Aziaten";"?";"?";"?";"?";"?";"?";"?";"0,2601457";"0,2580003";"0,249298";"0,2536451";"0,2723407";"0,0760859"
"Antwerpen";"Percentage Zuid-Aziaten";"?";"?";"?";"?";"?";"?";"?";"2,1262574";"2,1160601";"2,184593";"2,1702614";"2,2855796";"2,5055884"
"Antwerpen";"Percentage Oost-Aziaten";"?";"?";"?";"?";"?";"?";"?";"1,3302116";"1,4187156";"1,4682131";"1,4580394";"1,6044539";"1,7903806"
"Antwerpen";"Percentage Noord-Afrikanen";"?";"?";"?";"?";"?";"?";"?";"8,3662851";"8,4997082";"8,5093332";"8,6849649";"8,6584617";"9,004901"
"Antwerpen";"Percentage West-Afrikanen";"?";"?";"?";"?";"?";"?";"?";"1,9169846";"2,0674348";"2,191346";"2,3455173";"2,4516143";"2,7076096"
"Antwerpen";"Percentage Centraal-Afrikanen";"?";"?";"?";"?";"?";"?";"?";"1,1741242";"1,1715845";"1,1328145";"1,1349638";"1,1419679";"1,1680502"
"Antwerpen";"Percentage Zuid-Afrikanen (regio)";"?";"?";"?";"?";"?";"?";"?";"0,0358423";"0,0486253";"0,0455827";"0,0375148";"0,0443855";"0,0498494"
"Antwerpen";"Percentage Oost-Afrikanen";"?";"?";"?";"?";"?";"?";"?";"0,2641924";"0,2871755";"0,3010709";"0,3275549";"0,3846744";"0,4454962"
"Antwerpen";"Percentage Noord-Amerikanen";"?";"?";"?";"?";"?";"?";"?";"0,6966123";"0,6807547";"0,6921817";"0,6646285";"0,6718103";"0,6480422"
"Antwerpen";"Percentage Zuid-Amerikanen";"?";"?";"?";"?";"?";"?";"?";"0,7925772";"0,82091";"0,8345573";"0,8583619";"0,8948337";"0,9964633"
"Antwerpen";"Percentage OceaniÃ«rs";"?";"?";"?";"?";"?";"?";"?";"0,0474043";"0,045765";"0,0523357";"0,0520728";"0,0509611";"0,046701"
"Antwerpen";"Aantal autochtonen (herkomst ouders meegerekend)";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"91459"
"Antwerpen";"Aantal allochtonen (herkomst ouders meegerekend)";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"99103"
"Antwerpen";"Aantal Noord-Europeanen (herkomst ouders meegerekend)";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"443"
"Antwerpen";"Aantal West-Europeanen (herkomst ouders meegerekend)";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"15342"
"Antwerpen";"Aantal Zuid-Europeanen (herkomst ouders meegerekend)";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"5052"
"Antwerpen";"Aantal Oost-Europeanen (herkomst ouders meegerekend)";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"15844"
"Antwerpen";"Aantal West-Aziaten (herkomst ouders meegerekend)";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"16456"
"Antwerpen";"Aantal Centraal-Aziaten (herkomst ouders meegerekend)";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"145"
"Antwerpen";"Aantal Zuid-Aziaten (herkomst ouders meegerekend)";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"5108"
"Antwerpen";"Aantal Oost-Aziaten (herkomst ouders meegerekend)";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"3766"
"Antwerpen";"Aantal Noord-Afrikanen (herkomst ouders meegerekend)";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"22087"
"Antwerpen";"Aantal West-Afrikanen (herkomst ouders meegerekend)";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"5804"
"Antwerpen";"Aantal Centraal-Afrikanen (herkomst ouders meegerekend)";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"2579"
"Antwerpen";"Aantal Zuid-Afrikanen (herkomst ouders meegerekend)";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"115"
"Antwerpen";"Aantal Oost-Afrikanen (herkomst ouders meegerekend)";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"932"
"Antwerpen";"Aantal Noord-Amerikanen (herkomst ouders meegerekend)";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1678"
"Antwerpen";"Aantal Zuid-Amerikanen (herkomst ouders meegerekend)";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"2272"
"Antwerpen";"Aantal OceaniÃ«rs (herkomst ouders meegerekend)";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"108"
"Antwerpen";"Aantal allochtonen met onbekende herkomst (herkomst ouders meegerekend)";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1372"
"Antwerpen";"Percentage autochtonen (herkomst ouders meegerekend)";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"47,9913315"
"Antwerpen";"Percentage allochtonen (herkomst ouders meegerekend)";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"52,0023718"
"Antwerpen";"Percentage Noord-Europeanen (herkomst ouders meegerekend)";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0,2324556"
"Antwerpen";"Percentage West-Europeanen (herkomst ouders meegerekend)";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"8,0504161"
"Antwerpen";"Percentage Zuid-Europeanen (herkomst ouders meegerekend)";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"2,6509387"
"Antwerpen";"Percentage Oost-Europeanen (herkomst ouders meegerekend)";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"8,3138308"
"Antwerpen";"Percentage West-Aziaten (herkomst ouders meegerekend)";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"8,6349659"
"Antwerpen";"Percentage Centraal-Aziaten (herkomst ouders meegerekend)";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0,0760859"
"Antwerpen";"Percentage Zuid-Aziaten (herkomst ouders meegerekend)";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"2,6803237"
"Antwerpen";"Percentage Oost-Aziaten (herkomst ouders meegerekend)";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1,9761353"
"Antwerpen";"Percentage Noord-Afrikanen (herkomst ouders meegerekend)";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"11,5897237"
"Antwerpen";"Percentage West-Afrikanen (herkomst ouders meegerekend)";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"3,0455361"
"Antwerpen";"Percentage Centraal-Afrikanen (herkomst ouders meegerekend)";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1,3532801"
"Antwerpen";"Percentage Zuid-Afrikanen (herkomst ouders meegerekend)";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0,060344"
"Antwerpen";"Percentage Oost-Afrikanen (herkomst ouders meegerekend)";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0,4890489"
"Antwerpen";"Percentage Noord-Amerikanen (herkomst ouders meegerekend)";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0,8804979"
"Antwerpen";"Percentage Zuid-Amerikanen (herkomst ouders meegerekend)";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1,1921878"
"Antwerpen";"Aantal kinderen bij een gehuwd koppel";"?";"?";"?";"?";"30188";"30573";"30598";"30855";"31284";"31718";"32210";"32807";"33581"
"Antwerpen";"Aantal kinderen bij een ongehuwd koppel";"?";"?";"?";"?";"2910";"2752";"3052";"3331";"3752";"4118";"4412";"5027";"6063"
"Antwerpen";"Aantal kinderen in een eenoudergezin";"?";"?";"?";"?";"11139";"11509";"11755";"11932";"11789";"11729";"11995";"12139";"12700"
"Antwerpen";"Aantal alleenstaanden";"?";"?";"?";"?";"50751";"50820";"51142";"51509";"51451";"52032";"51521";"52395";"51781"
"Antwerpen";"Aantal gehuwden zonder kinderen";"?";"?";"?";"?";"24689";"24280";"23988";"23797";"23404";"23335";"22629";"22321";"21811"
"Antwerpen";"Aantal gehuwden met kinderen";"?";"?";"?";"?";"25600";"26018";"26062";"26194";"26499";"26992";"27202";"27564";"27832"
"Antwerpen";"Aantal samenwonenden zonder kinderen";"?";"?";"?";"?";"6025";"6270";"6545";"6820";"7407";"8030";"8261";"8705";"10112"
"Antwerpen";"Aantal samenwonenden met kinderen";"?";"?";"?";"?";"3554";"3902";"4163";"4490";"4999";"5290";"5586";"6230";"7357"
"Antwerpen";"Aantal ouders van eenoudergezin";"?";"?";"?";"?";"7021";"7196";"7312";"7385";"7350";"7317";"7500";"7576";"7682"
"Antwerpen";"Aantal inwoners gezin zonder familieband";"?";"?";"?";"?";"833";"7";"8";"12";"17";"17";"14";"13";"0"
"Antwerpen";"Aantal inwoners collectieve huishoudens";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"2839"
"Antwerpen";"Aantal andere gezinspositie";"?";"?";"?";"?";"4910";"6279";"6375";"6655";"6854";"7121";"7266";"7715";"8816"
"Antwerpen";"Percentage kinderen bij een gehuwd koppel";"?";"?";"?";"?";"18,009784";"18,0258953";"17,8935673";"17,8373222";"17,8964109";"17,8492845";"18,0351184";"17,9772264";"17,6209766"
"Antwerpen";"Percentage kinderen bij een ongehuwd koppel";"?";"?";"?";"?";"1,7360697";"1,6225841";"1,7847953";"1,9256561";"2,1463794";"2,3174019";"2,4703801";"2,7546413";"3,1814413"
"Antwerpen";"Percentage kinderen in een eenoudergezin";"?";"?";"?";"?";"6,6453884";"6,7857269";"6,874269";"6,8979073";"6,7440477";"6,6004873";"6,7162758";"6,6517984";"6,664078"
"Antwerpen";"Percentage alleenstaanden";"?";"?";"?";"?";"30,2774132";"29,9635626";"29,9076023";"29,7774309";"29,4332002";"29,2809751";"28,8477905";"28,7108476";"27,1710727"
"Antwerpen";"Percentage gehuwden zonder kinderen";"?";"?";"?";"?";"14,7291493";"14,3155313";"14,0280702";"13,7570817";"13,3885565";"13,1317565";"12,6704965";"12,2312211";"11,444898"
"Antwerpen";"Percentage gehuwden met kinderen";"?";"?";"?";"?";"15,2726405";"15,3402592";"15,2409357";"15,1427911";"15,1590906";"15,1897309";"15,2310242";"15,1042237";"14,6043007"
"Antwerpen";"Percentage samenwonenden met kinderen";"?";"?";"?";"?";"2,120272";"2,3006262";"2,4345029";"2,5956758";"2,8597417";"2,9769442";"3,1277296";"3,4138483";"3,8604427"
"Antwerpen";"Percentage samenwonenden zonder kinderen";"?";"?";"?";"?";"3,5944398";"3,6968032";"3,8274854";"3,9426523";"4,2372687";"4,5188774";"4,6255235";"4,7700721";"5,3060753"
"Antwerpen";"Percentage ouders van een eenoudergezin";"?";"?";"?";"?";"4,188641";"4,2427744";"4,2760234";"4,2692797";"4,2046612";"4,1176371";"4,1994222";"4,1514149";"4,0309801"
"Antwerpen";"Percentage inwoners gezin zonder familieband";"?";"?";"?";"?";"0,4969574";"0,0041272";"0,0046784";"0,0069372";"0,0097251";"0,0095667";"0,0078389";"0,0071236";"0"
"Antwerpen";"Percentage collectieve huishoudens tov het aantal inwoners";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"1,48971"
"Antwerpen";"Percentage andere gezinspositie";"?";"?";"?";"?";"2,9292447";"3,7021096";"3,7280702";"3,8472656";"3,920918";"4,0073383";"4,0684002";"4,2275826";"4,6260245"
"Berendrecht_Zandvliet";"Totaal aantal inwoners";"9573";"9659";"9687";"9642";"9558";"9586";"9555";"9579";"9637";"9697";"9714";"9791";"9824"
"Berendrecht_Zandvliet";"Aantal mannen";"4737";"4775";"4823";"4788";"4747";"4757";"4738";"4743";"4756";"4791";"4805";"4849";"4880"
"Berendrecht_Zandvliet";"Aantal vrouwen";"4836";"4884";"4864";"4854";"4811";"4829";"4817";"4836";"4881";"4906";"4909";"4942";"4944"
"Berendrecht_Zandvliet";"Percentage mannen";"49,4829207";"49,4357594";"49,7883762";"49,6577474";"49,6652019";"49,6244523";"49,5866039";"49,5145631";"49,3514579";"49,4070331";"49,4646901";"49,525074";"49,6742671"
"Berendrecht_Zandvliet";"Percentage vrouwen";"50,5170793";"50,5642406";"50,2116238";"50,3422526";"50,3347981";"50,3755477";"50,4133961";"50,4854369";"50,6485421";"50,5929669";"50,5353099";"50,474926";"50,3257329"
"Berendrecht_Zandvliet";"Bevolkingsdichtheid";"181,8917675";"183,5258104";"184,0578243";"183,2028019";"181,6067601";"182,138774";"181,5497586";"182,0057705";"183,1077994";"184,2478293";"184,5708377";"186,0338761";"186,6608925"
"Berendrecht_Zandvliet";"Gemiddelde leeftijd";"36,8182388";"37,0515581";"37,4482296";"37,7561709";"38,2537142";"38,45483";"38,7271586";"38,927863";"39,0484591";"39,2002681";"39,376364";"39,4895312";"39,8682818"
"Berendrecht_Zandvliet";"Aantal 0 tem 11-jarigen";"1467";"1487";"1442";"1409";"1353";"1340";"1312";"1315";"1345";"1326";"1341";"1384";"1350"
"Berendrecht_Zandvliet";"Aantal 12 tem 17-jarigen";"860";"839";"832";"827";"815";"801";"782";"767";"739";"751";"729";"702";"698"
"Berendrecht_Zandvliet";"Aantal 18 tem 24-jarigen";"760";"777";"800";"843";"823";"805";"833";"818";"824";"813";"811";"814";"818"
"Berendrecht_Zandvliet";"Aantal 25 tem 39-jarigen";"2128";"2098";"2085";"1978";"1906";"1920";"1854";"1857";"1843";"1878";"1845";"1848";"1835"
"Berendrecht_Zandvliet";"Aantal 40 tem 64-jarigen";"3178";"3234";"3283";"3334";"3376";"3422";"3467";"3493";"3527";"3554";"3577";"3595";"3624"
"Berendrecht_Zandvliet";"Aantal 65-plussers";"1180";"1224";"1245";"1251";"1285";"1298";"1307";"1329";"1359";"1375";"1411";"1448";"1499"
"Berendrecht_Zandvliet";"Aantal 18 tem 64-jarigen";"6066";"6109";"6168";"6155";"6105";"6147";"6154";"6168";"6194";"6245";"6233";"6257";"6277"
"Berendrecht_Zandvliet";"Percentage 0 tem 11-jarigen";"15,3243497";"15,3949684";"14,8859296";"14,6131508";"14,1556811";"13,978719";"13,7310309";"13,7279465";"13,9566255";"13,6743323";"13,8048178";"14,1354305";"13,7418567"
"Berendrecht_Zandvliet";"Percentage 12 tem 17-jarigen";"8,9835997";"8,6861994";"8,5888304";"8,5770587";"8,5268885";"8,3559357";"8,1841968";"8,0070989";"7,6683615";"7,7446633";"7,5046325";"7,1698499";"7,1050489"
"Berendrecht_Zandvliet";"Percentage 18 tem 24-jarigen";"7,9389951";"8,044311";"8,2584908";"8,7429994";"8,610588";"8,3976633";"8,7179487";"8,5395135";"8,5503787";"8,3840363";"8,348775";"8,3137575";"8,3265472"
"Berendrecht_Zandvliet";"Percentage 25 tem 39-jarigen";"22,2291863";"21,720675";"21,5236915";"20,5144161";"19,9414103";"20,0292093";"19,4034537";"19,3861572";"19,1242088";"19,3668145";"18,9932057";"18,8744766";"18,6787459"
"Berendrecht_Zandvliet";"Percentage 40 tem 64-jarigen";"33,1975347";"33,4817269";"33,8907815";"34,5778884";"35,3211969";"35,6978928";"36,2846677";"36,4651843";"36,5985265";"36,6505105";"36,8231419";"36,7173935";"36,8892508"
"Berendrecht_Zandvliet";"Percentage 65-plussers";"12,3263345";"12,6721193";"12,8522762";"12,9744866";"13,4442352";"13,54058";"13,6787023";"13,8740996";"14,1018989";"14,1796432";"14,5254272";"14,789092";"15,2585505"
"Berendrecht_Zandvliet";"Percentage 18 tem 64-jarigen";"63,3657161";"63,2467129";"63,6729638";"63,8353039";"63,8731952";"64,1247653";"64,4060701";"64,390855";"64,273114";"64,4013612";"64,1651225";"63,9056276";"63,894544"
"Berendrecht_Zandvliet";"Aantal 0 tem 9-jarigen";"1193";"1205";"1163";"1142";"1104";"1092";"1081";"1075";"1094";"1087";"1098";"1150";"1131"
"Berendrecht_Zandvliet";"Aantal 10 tem 19-jarigen";"1388";"1377";"1370";"1353";"1329";"1310";"1281";"1265";"1240";"1235";"1217";"1190";"1165"
"Berendrecht_Zandvliet";"Aantal 20 tem 29-jarigen";"1063";"1070";"1067";"1076";"1059";"1061";"1070";"1098";"1149";"1137";"1117";"1091";"1100"
"Berendrecht_Zandvliet";"Aantal 30 tem 39-jarigen";"1571";"1549";"1559";"1486";"1405";"1403";"1349";"1319";"1268";"1309";"1294";"1317";"1305"
"Berendrecht_Zandvliet";"Aantal 40 tem 49-jarigen";"1599";"1632";"1640";"1636";"1638";"1641";"1628";"1592";"1560";"1549";"1531";"1510";"1550"
"Berendrecht_Zandvliet";"Aantal 50 tem 59-jarigen";"1156";"1175";"1213";"1248";"1284";"1304";"1343";"1373";"1432";"1460";"1486";"1516";"1524"
"Berendrecht_Zandvliet";"Aantal 60 tem 69-jarigen";"839";"825";"811";"807";"829";"871";"880";"922";"952";"964";"1007";"1023";"1036"
"Berendrecht_Zandvliet";"Aantal 70 tem 79-jarigen";"569";"608";"628";"643";"629";"611";"624";"626";"617";"625";"640";"649";"647"
"Berendrecht_Zandvliet";"Aantal 80 tem 89-jarigen";"167";"194";"209";"218";"253";"262";"270";"287";"297";"307";"297";"310";"321"
"Berendrecht_Zandvliet";"Aantal 90+'ers";"28";"24";"27";"33";"28";"31";"29";"22";"28";"24";"27";"35";"45"
"Berendrecht_Zandvliet";"Aantal mannen 0-9 jaar";"589";"592";"586";"570";"545";"531";"535";"515";"538";"540";"549";"587";"591"
"Berendrecht_Zandvliet";"Aantal mannen 10-19 jaar";"687";"681";"690";"687";"679";"670";"650";"653";"637";"635";"626";"601";"592"
"Berendrecht_Zandvliet";"Aantal mannen 20-29 jaar";"543";"528";"521";"521";"530";"540";"543";"542";"559";"565";"548";"551";"561"
"Berendrecht_Zandvliet";"Aantal mannen 30-39 jaar";"761";"754";"764";"735";"688";"680";"644";"649";"617";"643";"646";"638";"625"
"Berendrecht_Zandvliet";"Aantal mannen 40-49 jaar";"803";"834";"852";"833";"828";"829";"812";"795";"795";"782";"774";"758";"783"
"Berendrecht_Zandvliet";"Aantal mannen 50-59 jaar";"588";"595";"611";"631";"651";"664";"698";"715";"722";"733";"742";"770";"769"
"Berendrecht_Zandvliet";"Aantal mannen 60-69 jaar";"428";"425";"417";"413";"422";"448";"450";"458";"467";"478";"501";"508";"515"
"Berendrecht_Zandvliet";"Aantal mannen 70-79 jaar";"269";"284";"292";"303";"290";"281";"286";"284";"292";"292";"291";"300";"301"
"Berendrecht_Zandvliet";"Aantal mannen 80-89 jaar";"60";"74";"80";"88";"110";"111";"115";"129";"123";"120";"122";"129";"132"
"Berendrecht_Zandvliet";"Aantal mannen 90+ jaar";"9";"8";"10";"7";"x";"x";"5";"x";"6";"x";"6";"7";"11"
"Berendrecht_Zandvliet";"Aantal vrouwen 0-9 jaar";"604";"613";"577";"572";"559";"561";"546";"560";"556";"547";"549";"563";"540"
"Berendrecht_Zandvliet";"Aantal vrouwen 10-19 jaar";"701";"696";"680";"666";"650";"640";"631";"612";"603";"600";"591";"589";"573"
"Berendrecht_Zandvliet";"Aantal vrouwen 20-29 jaar";"520";"542";"546";"555";"529";"521";"527";"556";"590";"572";"569";"540";"539"
"Berendrecht_Zandvliet";"Aantal vrouwen 30-39 jaar";"810";"795";"795";"751";"717";"723";"705";"670";"651";"666";"648";"679";"680"
"Berendrecht_Zandvliet";"Aantal vrouwen 40-49 jaar";"796";"798";"788";"803";"810";"812";"816";"797";"765";"767";"757";"752";"767"
"Berendrecht_Zandvliet";"Aantal vrouwen 50-59 jaar";"568";"580";"602";"617";"633";"640";"645";"658";"710";"727";"744";"746";"755"
"Berendrecht_Zandvliet";"Aantal vrouwen 60-69 jaar";"411";"400";"394";"394";"407";"423";"430";"464";"485";"486";"506";"515";"521"
"Berendrecht_Zandvliet";"Aantal vrouwen 70-79 jaar";"300";"324";"336";"340";"339";"330";"338";"342";"325";"333";"349";"349";"346"
"Berendrecht_Zandvliet";"Aantal vrouwen 80-89 jaar";"107";"120";"129";"130";"143";"151";"155";"158";"174";"187";"175";"181";"189"
"Berendrecht_Zandvliet";"Aantal vrouwen 90+ jaar";"19";"16";"17";"26";"24";"28";"24";"19";"22";"21";"21";"28";"34"
"Berendrecht_Zandvliet";"Percentage 0 tem 9-jarigen";"12,4621331";"12,4754115";"12,0057809";"11,8440158";"11,5505336";"11,3916128";"11,3134485";"11,2224658";"11,3520805";"11,2096525";"11,3032736";"11,7454805";"11,5126221"
"Berendrecht_Zandvliet";"Percentage 10 tem 19-jarigen";"14,4991121";"14,2561342";"14,1426654";"14,0323584";"13,9045825";"13,6657626";"13,4065934";"13,2059714";"12,8670748";"12,7358977";"12,5283097";"12,154019";"11,8587134"
"Berendrecht_Zandvliet";"Percentage 20 tem 29-jarigen";"11,1041471";"11,0777513";"11,0147621";"11,1595105";"11,0797238";"11,0682245";"11,1983255";"11,4625744";"11,9227976";"11,7252759";"11,4988676";"11,1428863";"11,1970684"
"Berendrecht_Zandvliet";"Percentage 30 tem 39-jarigen";"16,4107385";"16,0368568";"16,0937339";"15,4117403";"14,699728";"14,6359274";"14,1182627";"13,7697046";"13,1576217";"13,4990203";"13,32098";"13,4511286";"13,2837948"
"Berendrecht_Zandvliet";"Percentage 40 tem 49-jarigen";"16,7032278";"16,896159";"16,9299061";"16,9674341";"17,1374765";"17,1187148";"17,0381999";"16,6196889";"16,1876103";"15,9740126";"15,7607577";"15,4223266";"15,7776873"
"Berendrecht_Zandvliet";"Percentage 50 tem 59-jarigen";"12,0756294";"12,1648204";"12,5219366";"12,9433727";"13,4337728";"13,6031713";"14,0554683";"14,3334377";"14,8593961";"15,0562029";"15,2975088";"15,4836074";"15,5130293"
"Berendrecht_Zandvliet";"Percentage 60 tem 69-jarigen";"8,7642327";"8,5412569";"8,372045";"8,3696329";"8,6733626";"9,0861673";"9,2098378";"9,6252218";"9,8785929";"9,9412189";"10,3664814";"10,448371";"10,5456026"
"Berendrecht_Zandvliet";"Percentage 70 tem 79-jarigen";"5,9438003";"6,2946475";"6,4829152";"6,6687409";"6,5808747";"6,3738786";"6,5306122";"6,5351289";"6,4024074";"6,4452924";"6,5884291";"6,6285364";"6,5859121"
"Berendrecht_Zandvliet";"Percentage 80 tem 89-jarigen";"1,7444897";"2,0084895";"2,1575307";"2,2609417";"2,6469973";"2,7331525";"2,8257457";"2,9961374";"3,081872";"3,1659276";"3,0574429";"3,166173";"3,2675081"
"Berendrecht_Zandvliet";"Percentage 90+'ers";"0,2924893";"0,2484729";"0,2787241";"0,3422526";"0,2929483";"0,3233883";"0,303506";"0,2296691";"0,2905469";"0,2474992";"0,2779494";"0,3574711";"0,4580619"
"Berendrecht_Zandvliet";"Percentage mannen 0-9 jaar";"6,1527212";"6,1289989";"6,0493445";"5,9116366";"5,7020297";"5,5393282";"5,5991627";"5,3763441";"5,5826502";"5,5687326";"5,6516368";"5,9953018";"6,0158795"
"Berendrecht_Zandvliet";"Percentage mannen 10-19 jaar";"7,1764337";"7,0504193";"7,1229483";"7,1250778";"7,1039967";"6,9893595";"6,8027211";"6,8169955";"6,6099409";"6,548417";"6,4443072";"6,1382903";"6,0260586"
"Berendrecht_Zandvliet";"Percentage mannen 20-29 jaar";"5,6722031";"5,4664044";"5,3783421";"5,4034433";"5,5450931";"5,6332151";"5,6828885";"5,6582107";"5,8005603";"5,8265443";"5,6413424";"5,6276172";"5,7105049"
"Berendrecht_Zandvliet";"Percentage mannen 30-39 jaar";"7,9494411";"7,8061911";"7,8868587";"7,6228998";"7,1981586";"7,0936783";"6,7399267";"6,7752375";"6,4024074";"6,6309168";"6,6501956";"6,5161883";"6,3619707"
"Berendrecht_Zandvliet";"Percentage mannen 40-49 jaar";"8,3881751";"8,6344342";"8,7952927";"8,6392865";"8,6629002";"8,6480284";"8,4981685";"8,2994049";"8,2494552";"8,0643498";"7,9678814";"7,7418037";"7,9702769"
"Berendrecht_Zandvliet";"Percentage mannen 50-59 jaar";"6,1422751";"6,160058";"6,3074223";"6,5442854";"6,8110483";"6,9267682";"7,3050759";"7,4642447";"7,4919581";"7,5590389";"7,63846";"7,8643652";"7,8277687"
"Berendrecht_Zandvliet";"Percentage mannen 60-69 jaar";"4,4709078";"4,4000414";"4,3047383";"4,2833437";"4,4151496";"4,6734822";"4,7095761";"4,7812924";"4,8459064";"4,9293596";"5,1575046";"5,1884384";"5,2422638"
